tiempo,temp1,temp2,temp3,temp4,temp5,temp6
105.4,261.8,462.8,552.2,689.4,751.8,807.5
105.6,261.7,462.7,551.8,689,751.5,807.1
105.8,261.8,462,551.3,688.6,750.9,806.7
106,261.7,461.9,551,688.1,750.6,806.3
106.2,261.7,461.5,550.7,687.8,750.1,805.7
106.4,261.6,461.2,550.3,687.3,749.7,805.5
106.6,261.7,461,549.9,686.8,749.2,805
106.8,261.4,460.5,549.6,686.3,748.9,804.7
107,261.6,460.3,549.2,685.9,748.5,804.3
107.2,261.5,459.9,548.9,685.5,748,803.6
107.4,261.5,459.3,548.5,685.1,747.5,803.3
107.6,261.3,459.2,548.1,684.6,747.1,802.8
107.8,261.4,458.9,547.6,684.2,746.6,802.4
108,261,458.5,547.2,683.8,746.1,802.1
108.2,261,458.1,547,683.3,745.8,801.8
108.4,261.1,457.8,546.6,682.8,745.4,801.2
108.6,261,457.5,546.2,682.4,745,800.9
108.8,260.8,457.1,545.8,682.1,744.6,800.4
109,260.8,456.8,545.5,681.5,744.1,800
109.2,260.6,456.5,545.1,681.2,743.7,799.6
109.4,260.7,456.2,544.7,680.8,743.1,799.3
109.6,260.5,455.8,544.4,680.1,742.9,798.8
109.8,260.4,455.5,543.9,679.9,742.5,798.5
110,260.3,455.1,543.6,679.3,742,797.9
110.2,260.2,454.8,543.3,679,741.6,797.7
110.4,260.1,454.4,542.9,678.5,741.2,797.2
110.6,260.1,454.1,542.4,678.2,740.8,796.9
110.8,259.9,453.9,542.2,677.6,740.4,796.3
111,259.6,453.5,541.6,677.3,739.9,795.8
111.2,259.6,453.2,541.4,676.8,739.5,795.3
111.4,259.5,452.9,541.1,676.4,739.1,795.1
111.6,259.2,452.4,540.7,675.9,738.5,794.8
111.8,259.2,452.2,540.2,675.4,738.2,794.5
112,259.2,451.9,539.9,675.1,737.8,793.9
112.2,259,451.5,539.5,674.5,737.5,793.5
112.4,258.9,451.1,539.1,674.2,737.2,793.1
112.6,258.8,450.8,538.8,673.8,736.6,792.6
112.8,258.7,450.6,538.5,673.4,736.2,792.3
113,258.7,450.3,538.3,673,735.6,792
113.2,258.5,449.9,537.9,672.5,735.3,791.5
113.4,258.4,449.5,537.4,672,734.9,791.1
113.6,258.1,449.3,537,671.6,734.5,790.7
113.8,258,449,536.7,671.2,734,790.3
114,257.8,448.7,536.5,670.7,733.8,789.7
114.2,257.6,448.2,536,670.2,733.3,789.4
114.4,257.5,448,535.8,669.9,733,789
114.6,257.4,447.8,535.4,669.5,732.5,788.6
114.8,257.3,447.5,535,669,732,788.2
115,257.1,447.3,534.6,668.7,731.6,787.9
115.2,256.9,446.9,534.3,668.1,731,787.3
115.4,256.8,446.7,533.8,667.8,730.9,786.8
115.6,256.7,446.2,533.6,667.3,730.4,786.5
115.8,256.7,445.9,533.2,666.9,730,786.1
116,256.5,445.6,532.8,666.5,729.5,785.6
116.2,256.4,445.4,532.5,666.3,729,785.1
116.4,256.4,445.1,532.2,665.8,728.7,784.8
116.6,256.1,444.6,532,665.3,728.2,784.3
116.8,255.9,444.4,531.5,664.9,727.8,783.9
117,255.9,444.2,531,664.4,727.4,783.4
117.2,255.8,443.8,530.7,664,727,783
117.4,255.8,443.6,530.4,663.7,726.6,782.6
117.6,255.6,443.3,530.1,663.4,726.2,782.2
117.8,255.5,442.9,529.7,662.8,725.8,781.8
118,255.3,442.6,529.5,662.5,725.4,781.2
118.2,255.2,442.4,528.9,661.9,725.1,780.9
118.4,255,442.1,528.6,661.5,724.5,780.6
118.6,254.9,441.7,528.2,661.3,724.2,780.1
118.8,254.8,441.5,527.9,660.9,723.7,779.5
119,254.7,441.2,527.6,660.4,723.4,779.2
119.2,254.4,440.7,527.2,660.2,723,778.8
119.4,254.5,440.7,527,659.7,722.5,778.3
119.6,254.4,440.1,526.6,659.3,722.1,778.1
119.8,254.4,439.8,526.2,658.9,721.7,777.4
120,254.1,439.6,526,658.5,721.2,777.2
120.2,253.8,439.2,525.6,658.1,721,776.6
120.4,253.7,438.8,525.3,657.6,720.5,776.4
120.6,253.6,438.7,524.8,657.2,720.3,775.9
120.8,253.4,438.2,524.4,656.9,719.6,775.5
121,253.3,438.1,524.2,656.5,719.4,775.2
121.2,253.2,437.8,523.8,656.4,719.1,774.6
121.4,253.1,437.3,523.3,655.7,718.5,774.2
121.6,252.9,437.2,523,655.4,718.3,773.8
121.8,252.8,436.7,522.5,654.9,717.8,773.4
122,252.7,436.7,522.5,654.6,717.4,773
122.2,252.5,436.3,522.1,654.2,717.1,772.6
122.4,252.4,436,521.7,653.9,716.7,772.2
122.6,252.3,435.8,521.3,653.4,716.3,771.7
122.8,252.2,435.5,521,653.1,716,771.5
123,252,435.2,520.6,652.7,715.5,770.9
123.2,251.8,434.9,520.3,652.4,715.2,770.7
123.4,251.7,434.5,519.8,651.9,714.6,770.1
123.6,251.6,434.3,519.6,651.6,714.3,769.8
123.8,251.5,434,519.4,651.1,714.2,769.5
124,251.2,433.7,518.9,650.8,713.5,769.1
124.2,251.1,433.4,518.5,650.5,713.2,768.6
124.4,250.9,433.1,518.2,650.1,713,768.3
124.6,250.8,432.9,517.9,649.8,712.6,767.8
124.8,250.7,432.5,517.6,649.3,712.1,767.4
125,250.5,432.3,517.2,649,711.7,767.1
125.2,250.3,431.9,516.8,648.6,711.3,766.7
125.4,250.3,431.7,516.6,648.1,710.9,766.2
125.6,250.2,431.4,516.3,647.8,710.7,765.7
125.8,250,431.1,515.7,647.6,710.3,765.4
126,249.9,430.7,515.4,647.2,709.8,765.1
126.2,249.6,430.5,515.2,646.7,709.4,764.8
126.4,249.6,430.2,514.9,646.5,709.1,764.2
126.6,249.4,430,514.4,646,708.7,763.8
126.8,249.4,429.6,514.1,645.6,708.5,763.4
127,249.1,429.3,513.7,645.3,707.9,763
127.2,248.8,429,513.3,644.9,707.6,762.7
127.4,248.9,428.8,513.1,644.5,707.2,762.2
127.6,248.8,428.5,512.7,644.2,706.8,761.9
127.8,248.6,428.3,512.3,643.8,706.4,761.4
128,248.4,427.9,512.1,643.5,706,761.1
128.2,248.1,427.6,511.7,643.1,705.8,760.6
128.4,247.9,427.2,511.3,642.8,705.3,760.3
128.6,247.7,427.1,510.9,642.3,705,759.9
128.8,247.8,426.7,510.6,642.1,704.5,759.7
129,247.5,426.5,510.2,641.8,704.2,759.3
129.2,247.4,426.3,510,641.3,703.7,758.9
129.4,247.3,426,509.8,641,703.6,758.4
129.6,247,425.7,509.4,640.6,703.1,758
129.8,247,425.4,508.9,640.3,702.8,757.6
130,246.7,425.1,508.6,640,702.3,757.3
130.2,246.6,425,508.2,639.5,702,756.9
130.4,246.4,424.7,508,639.3,701.6,756.6
130.6,246.3,424.3,507.7,638.8,701.2,756.1
130.8,246.1,424,507.3,638.5,700.7,755.8
131,245.9,423.7,507.1,638.2,700.5,755.3
131.2,245.8,423.5,506.7,637.8,700.1,755.1
131.4,245.7,423.2,506.3,637.5,699.7,754.6
131.6,245.6,422.8,506,637,699.4,754.3
131.8,245.4,422.8,505.7,636.7,699,753.8
132,245.2,422.4,505.3,636.3,698.7,753.5
132.2,245.1,422.1,505,636.1,698.4,753.1
132.4,244.7,421.9,504.5,635.5,697.9,752.7
132.6,244.5,421.6,504.4,635.4,697.5,752.4
132.8,244.4,421.3,504.1,634.8,697.2,752
133,244.3,421.1,504,634.6,696.7,751.5
133.2,244.1,420.6,503.4,634.3,696.5,751.2
133.4,244.1,420.5,503.1,634,696.2,750.9
133.6,243.8,420.3,502.8,633.6,695.6,750.4
133.8,243.6,419.9,502.5,633.3,695.2,750.1
134,243.5,419.7,502.1,632.8,694.9,749.7
134.2,243.2,419.4,501.8,632.4,694.5,749.4
134.4,243.2,419.1,501.5,632.3,694.2,748.9
134.6,242.9,418.9,501.3,631.8,693.9,748.6
134.8,242.8,418.6,500.9,631.4,693.5,748.2
135,242.6,418.3,500.6,631,693,747.8
135.2,242.5,418.1,500.3,630.7,692.6,747.5
135.4,242.3,417.8,500.1,630.4,692.3,746.9
135.6,242.3,417.5,499.8,630.1,691.9,746.7
135.8,242.1,417.2,499.4,629.7,691.5,746.2
136,241.9,417.1,499.3,629.4,691.1,746
136.2,241.7,416.8,498.9,629.1,690.8,745.6
136.4,241.6,416.4,498.6,628.6,690.3,745.3
136.6,241.7,416.1,498.3,628.3,690.1,744.8
136.8,241.3,415.9,498,627.9,689.6,744.4
137,241.2,415.6,497.7,627.7,689.4,744.1
137.2,241.1,415.3,497.4,627.3,689,743.6
137.4,241,415.1,497,627,688.5,743.3
137.6,240.7,414.7,496.8,626.5,688.3,742.8
137.8,240.7,414.6,496.5,626.2,687.9,742.5
138,240.5,414.3,496.2,625.9,687.4,742.1
138.2,240.4,414,495.9,625.6,687.1,741.7
138.4,240.1,413.6,495.6,625.2,686.6,741.4
138.6,240.1,413.4,495.3,624.8,686.3,741
138.8,239.9,413.1,495,624.4,686,740.6
139,239.9,413,494.7,624.2,685.5,740.2
139.2,239.7,412.7,494.3,623.8,685.3,739.8
139.4,239.6,412.3,494.1,623.5,684.8,739.5
139.6,239.2,412.1,493.9,623.1,684.4,739.1
139.8,239.1,411.7,493.6,622.7,684.1,738.6
140,238.9,411.6,493.3,622.4,683.8,738.3
140.2,238.8,411.4,493.1,622.1,683.4,737.9
140.4,238.6,411.1,492.6,621.7,683,737.5
140.6,238.6,410.7,492.4,621.4,682.7,737.2
140.8,238.2,410.6,492.1,621.1,682.3,736.8
141,238.1,410.2,491.7,620.8,681.9,736.4
141.2,237.9,410,491.6,620.4,681.6,736
141.4,237.8,409.7,491.1,620.1,681.2,735.6
141.6,237.8,409.5,491,619.8,680.9,735.2
141.8,237.4,409,490.8,619.3,680.6,735
142,237.4,408.8,490.3,619,680.3,734.6
142.2,237.2,408.4,490.1,618.7,679.9,734.2
142.4,237.2,408.4,489.6,618.3,679.6,733.8
142.6,237,408,489.5,618,679.2,733.4
142.8,236.8,408,489.2,617.7,678.9,732.9
143,236.7,407.5,488.7,617.2,678.5,732.5
143.2,236.5,407.4,488.5,616.9,678.1,732.3
143.4,236.3,406.9,488.2,616.6,677.9,731.9
143.6,236.2,406.7,487.8,616.3,677.4,731.6
143.8,236.2,406.4,487.6,616,677.1,731.1
144,235.9,406.1,487.3,615.5,676.8,730.8
144.2,235.8,405.9,487,615.3,676.4,730.4
144.4,235.7,405.7,486.9,615,676.2,730
144.6,235.6,405.4,486.4,614.7,675.8,729.7
144.8,235.4,405.2,486.1,614.1,675.4,729.4
145,235.5,404.9,485.9,613.9,675,729
145.2,235.2,404.7,485.6,613.5,674.6,728.5
145.4,235,404.4,485.2,613.3,674.5,728.2
145.6,235.1,404.1,485.1,612.9,674,727.9
145.8,234.9,404,484.8,612.7,673.7,727.5
146,234.6,403.8,484.5,612.3,673.4,727.2
146.2,234.6,403.4,484.3,612,673.1,726.9
146.4,234.5,403.2,483.8,611.7,672.7,726.5
146.6,234.2,402.9,483.6,611.3,672.2,726.2
146.8,234.1,402.7,483.2,611,671.9,725.7
147,234.1,402.2,483.1,610.7,671.6,725.4
147.2,233.9,402,482.8,610.4,671.3,725.2
147.4,233.8,401.9,482.5,609.9,670.9,724.7
147.6,233.7,401.6,482.2,609.7,670.6,724.4
147.8,233.6,401.4,481.9,609.3,670.4,723.9
148,233.5,401.2,481.5,609.1,670,723.7
148.2,233.4,400.9,481.3,608.8,669.6,723.3
148.4,233.2,400.6,481,608.4,669.2,723
148.6,233,400.4,480.8,608,668.9,722.5
148.8,233,400.1,480.6,607.8,668.6,722.3
149,233,399.8,480.2,607.4,668.4,721.9
149.2,232.8,399.7,480,607.2,667.9,721.5
149.4,232.7,399.4,479.6,606.8,667.7,721.1
149.6,232.6,399.2,479.5,606.5,667.3,720.9
149.8,232.4,398.9,479,606.2,666.9,720.4
150,232.3,398.6,479,605.9,666.5,720.1
150.2,232.2,398.4,478.5,605.6,666.2,719.7
150.4,231.9,398.2,478.3,605.2,665.9,719.3
150.6,232,398,477.9,604.9,665.5,719
150.8,232,397.6,477.6,604.7,665.1,718.6
151,231.7,397.5,477.4,604.4,664.8,718.4
151.2,231.5,397.1,477.1,604,664.7,718.1
151.4,231.5,397.1,476.9,603.8,664.2,717.8
151.6,231.2,396.8,476.6,603.3,663.9,717.1
151.8,231.3,396.5,476.3,603.1,663.7,716.8
152,231.2,396.3,476.1,602.7,663.3,716.5
152.2,230.9,396,475.8,602.4,662.9,716.2
152.4,231,395.8,475.5,602.1,662.6,715.9
152.6,230.6,395.5,475.3,601.8,662.2,715.5
152.8,230.7,395.1,475,601.4,661.9,715.1
153,230.5,395.1,474.8,601.3,661.5,714.7
153.2,230.5,394.7,474.4,600.8,661.3,714.3
153.4,230.2,394.5,474.3,600.6,660.9,714
153.6,230.4,394.4,473.8,600.1,660.6,713.8
153.8,230.1,394,473.7,599.9,660.3,713.3
154,229.8,393.8,473.3,599.6,659.9,712.9
154.2,229.7,393.6,473.1,599.3,659.6,712.6
154.4,229.6,393.3,472.8,599,659.3,712.2
154.6,229.5,393,472.6,598.5,658.9,711.9
154.8,229.4,392.9,472.3,598.4,658.6,711.6
155,229.2,392.8,472,598.1,658.4,711.1
155.2,229.1,392.5,471.7,597.7,657.9,710.8
155.4,229,392.3,471.5,597.5,657.6,710.5
155.6,229,392,471.3,597,657.3,710.2
155.8,228.7,391.7,471,596.8,656.9,709.6
156,228.6,391.5,470.9,596.5,656.6,709.5
156.2,228.4,391.3,470.5,596.1,656.3,709
156.4,228.2,391,470.3,595.8,655.9,708.5
156.6,228.2,390.8,469.9,595.6,655.7,708.3
156.8,228,390.5,469.8,595.3,655.4,707.9
157,227.9,390.3,469.4,594.9,655,707.5
157.2,227.8,390.1,469.3,594.6,654.6,707.2
157.4,227.6,389.8,469,594.3,654.2,706.8
157.6,227.5,389.7,468.9,594,653.9,706.6
157.8,227.3,389.4,468.6,593.8,653.7,706.2
158,227.2,389.1,468.3,593.3,653.2,705.8
158.2,227.1,389,468,593.1,653,705.4
158.4,227,388.6,467.8,592.8,652.8,705.1
158.6,226.9,388.4,467.5,592.4,652.3,704.7
158.8,226.7,388.2,467.3,592.2,652,704.3
159,226.5,388.1,467,591.9,651.7,704
159.2,226.2,387.8,466.7,591.6,651.3,703.6
159.4,226.3,387.5,466.6,591.2,651,703.3
159.6,226.2,387.4,466.2,590.9,650.7,703
159.8,225.9,387.2,466.2,590.5,650.5,702.5
160,225.7,386.9,465.8,590.4,650,702.1
160.2,225.6,386.7,465.6,590.1,649.8,701.9
160.4,225.4,386.4,465.3,589.8,649.3,701.4
160.6,225.3,386.2,465,589.6,648.9,701.1
160.8,225.2,386,464.8,589.2,648.7,700.8
161,225.1,385.7,464.5,588.9,648.4,700.5
161.2,224.9,385.4,464.3,588.6,648.2,699.9
161.4,224.8,385.2,464,588.2,647.7,699.7
161.6,224.5,385,463.7,588,647.5,699.4
161.8,224.4,384.7,463.6,587.8,647.1,699.1
162,224.3,384.6,463.3,587.5,646.8,698.6
162.2,224.2,384.3,462.9,587.1,646.6,698.4
162.4,224.1,384.2,462.7,586.9,646.1,697.9
162.6,223.8,384,462.5,586.4,645.8,697.5
162.8,223.8,383.7,462.3,586.3,645.5,697.3
163,223.4,383.5,462,585.9,645.2,696.9
163.2,223.4,383.3,461.8,585.6,644.8,696.6
163.4,223.4,382.9,461.5,585.3,644.6,696.1
163.6,223.1,382.7,461.2,585.1,644.1,695.9
163.8,223.1,382.6,460.9,584.8,643.8,695.5
164,222.9,382.4,460.6,584.3,643.6,695.3
164.2,222.9,382.2,460.4,584.2,643.2,694.8
164.4,222.9,382,460.2,583.8,642.9,694.4
164.6,222.7,381.6,459.9,583.6,642.5,694.1
164.8,222.5,381.5,459.8,583.3,642.2,693.8
165,222.3,381.3,459.3,583,641.8,693.6
165.2,222.3,381.1,459.1,582.7,641.4,693.2
165.4,222.2,380.9,458.8,582.4,641.3,692.7
165.6,222,380.7,458.6,582.1,640.9,692.5
165.8,221.9,380.4,458.4,581.8,640.6,692.1
166,221.9,380.2,458.2,581.5,640.2,691.8
166.2,221.7,380.1,457.8,581.2,640.1,691.4
166.4,221.5,379.8,457.6,580.9,639.7,691
166.6,221.6,379.6,457.4,580.6,639.3,690.6
166.8,221.5,379.4,457.2,580.3,639.1,690.5
167,221.4,379.3,456.9,580,638.6,690
167.2,221.2,379,456.7,579.8,638.2,689.6
167.4,221,378.9,456.4,579.5,638,689.3
167.6,221.1,378.7,456.2,579.1,637.7,689
167.8,221,378.5,455.9,578.9,637.4,688.8
168,220.8,378.3,455.6,578.7,637.1,688.3
168.2,220.6,378.2,455.4,578.4,636.8,688.1
168.4,220.5,377.8,455.3,578,636.6,687.7
168.6,220.5,377.7,455,577.8,636.1,687.4
168.8,220.4,377.5,454.8,577.6,635.8,687
169,220.3,377.2,454.4,577.4,635.5,686.7
169.2,220,377.1,454.2,576.9,635.2,686.4
169.4,220.1,376.8,454,576.6,634.9,686
169.6,219.9,376.8,453.8,576.4,634.7,685.7
169.8,219.9,376.5,453.4,576,634.3,685.2
170,219.8,376.3,453.3,575.7,634,684.9
170.2,219.6,376.1,453,575.5,633.6,684.6
170.4,219.6,375.8,452.8,575.2,633.3,684.1
170.6,219.4,375.9,452.5,574.9,633.1,683.9
170.8,219.2,375.5,452.2,574.6,632.7,683.5
171,219.2,375.3,452.1,574.4,632.3,683.2
171.2,219,375.1,451.8,574.1,632.2,682.9
171.4,219,374.9,451.4,573.6,631.6,682.6
171.6,218.8,374.7,451.2,573.5,631.4,682.2
171.8,218.7,374.5,451.1,573.2,631.3,681.7
172,218.7,374.2,450.7,572.8,630.9,681.4
172.2,218.6,374,450.5,572.6,630.6,681.1
172.4,218.4,373.9,450.4,572.2,630.2,680.7
172.6,218.3,373.6,450.1,572,629.9,680.4
172.8,218.2,373.5,449.8,571.7,629.6,680
173,218.1,373.2,449.5,571.3,629.3,679.8
173.2,218,373,449.3,571,629,679.4
173.4,217.9,372.6,449.1,570.8,628.7,679.1
173.6,217.7,372.6,448.9,570.4,628.3,678.5
173.8,217.7,372.4,448.5,570.1,628,678.3
174,217.4,372.1,448.3,569.9,627.8,678
174.2,217.4,371.9,448.2,569.6,627.4,677.7
174.4,217.3,371.6,447.9,569.4,627,677.2
174.6,217.1,371.6,447.6,569,626.7,677
174.8,217,371.2,447.5,568.7,626.5,676.6
175,216.9,371.1,447.2,568.5,626.1,676.3
175.2,216.6,370.8,446.9,568.3,625.9,675.9
175.4,216.7,370.6,446.8,567.8,625.6,675.5
175.6,216.3,370.4,446.4,567.6,625.4,675.2
175.8,216.4,370.3,446.3,567.3,625,674.8
176,216.3,370,446.1,566.8,624.6,674.4
176.2,216.2,369.9,445.9,566.8,624.3,674.1
176.4,216.1,369.7,445.7,566.4,624,673.7
176.6,215.9,369.6,445.3,566.2,623.6,673.4
176.8,215.6,369.3,445.1,565.8,623.3,673.1
177,215.7,369.2,444.8,565.6,623,672.7
177.2,215.6,368.9,444.7,565.4,622.7,672.3
177.4,215.4,368.8,444.4,565.1,622.5,672.1
177.6,215.3,368.5,444.1,564.8,622.1,671.8
177.8,215.2,368.2,443.9,564.5,621.7,671.3
178,215.2,368,443.7,564.2,621.5,671
178.2,215,368,443.5,564,621.3,670.6
178.4,214.8,367.8,443.3,563.6,620.9,670.3
178.6,214.8,367.6,443.1,563.5,620.5,669.9
178.8,214.6,367.2,442.8,563.2,620.3,669.5
179,214.6,367.1,442.6,562.8,620,669.2
179.2,214.3,367,442.4,562.5,619.6,668.9
179.4,214.3,366.7,442.2,562.4,619.1,668.6
179.6,214.2,366.5,442,561.9,619,668.1
179.8,214.2,366.4,441.7,561.7,618.6,668
180,214.2,366.1,441.6,561.5,618.3,667.6
180.2,214.1,366.1,441.3,561,618,667.3
180.4,213.8,365.8,441.2,560.7,617.7,666.9
180.6,213.8,365.5,440.8,560.6,617.4,666.4
180.8,213.6,365.3,440.8,560.3,617.1,666
181,213.5,365.2,440.4,560,616.8,665.8
181.2,213.5,364.9,440.3,559.8,616.3,665.4
181.4,213.3,364.8,440.1,559.4,616,665
181.6,213,364.6,439.8,559.2,616,664.8
181.8,213,364.4,439.6,558.9,615.4,664.5
182,213,364.2,439.5,558.7,615,664
182.2,212.8,364.1,439.3,558.4,614.8,663.7
182.4,212.8,363.9,439,558.2,614.5,663.3
182.6,212.6,363.6,438.8,557.9,614.2,663.1
182.8,212.5,363.4,438.6,557.6,613.9,662.5
183,212.4,363.2,438.5,557.3,613.4,662.3
183.2,212.3,363.1,438,557,613.2,662
183.4,212.2,362.9,437.9,556.8,612.8,661.7
183.6,212.1,362.6,437.7,556.5,612.5,661.2
183.8,212,362.4,437.4,556.2,612.3,660.8
184,211.9,362.3,437.3,555.9,612,660.6
184.2,211.8,362.1,437.1,555.7,611.6,660.1
184.4,211.8,361.9,436.8,555.4,611.3,659.8
184.6,211.6,361.7,436.5,555.2,611,659.5
184.8,211.4,361.5,436.4,554.9,610.5,659.2
185,211.2,361.3,436.2,554.7,610.3,658.8
185.2,211.2,361.1,436.1,554.5,609.9,658.4
185.4,211.1,360.8,435.8,554.1,609.7,658.1
185.6,211,360.8,435.5,553.8,609.3,657.6
185.8,211,360.4,435.2,553.6,609.1,657.4
186,210.8,360.4,435.3,553.4,608.7,657.2
186.2,210.7,360.2,434.9,553.3,608.5,656.6
186.4,210.6,359.9,434.7,553,608.1,656.3
186.6,210.5,359.7,434.5,552.6,607.9,656.1
186.8,210.4,359.4,434.3,552.4,607.5,655.7
187,210.3,359.3,434.1,552.2,607.2,655.4
187.2,210.3,359.2,433.8,551.9,607,655.1
187.4,210.3,359,433.6,551.6,606.5,654.8
187.6,210,358.7,433.4,551.4,606.3,654.2
187.8,210,358.6,433.1,551,606.1,654
188,209.8,358.4,433,550.8,606,653.6
188.2,209.7,358.1,432.7,550.6,605.4,653.2
188.4,209.7,357.9,432.5,550.4,605.1,652.9
188.6,209.7,357.8,432.4,550,604.8,652.7
188.8,209.5,357.7,432.1,549.9,604.5,652.2
189,209.4,357.5,432,549.5,604.2,651.9
189.2,209.3,357.2,431.7,549.4,604,651.6
189.4,209.3,357,431.5,549,603.5,651.2
189.6,209.1,357,431.4,548.7,603.3,650.9
189.8,209.2,356.7,431.1,548.5,603,650.6
190,209,356.5,430.9,548.2,602.7,650.3
190.2,209,356.3,430.7,547.8,602.4,650
190.4,208.7,356.3,430.6,547.8,602.2,649.6
190.6,208.6,356.1,430.4,547.4,601.9,649.3
190.8,208.6,355.9,430.1,547.1,601.5,648.9
191,208.6,355.6,429.8,546.8,601.2,648.6
191.2,208.4,355.4,429.8,546.7,600.9,648.3
191.4,208.4,355.2,429.5,546.4,600.6,648
191.6,208.1,355.2,429.3,546,600.4,647.6
191.8,208,355,429.1,545.8,600,647.2
192,208.1,354.8,428.8,545.6,599.8,647.1
192.2,207.9,354.7,428.5,545.1,599.3,646.6
192.4,207.7,354.3,428.5,544.9,599.1,646.3
192.6,207.8,354.2,428.3,544.9,598.9,645.9
192.8,207.5,354.2,428.1,544.6,598.5,645.7
193,207.5,353.8,427.8,544.2,598.2,645.3
193.2,207.5,353.7,427.5,543.9,597.8,645
193.4,207.2,353.5,427.5,543.8,597.6,644.6
193.6,207.2,353.3,427.2,543.4,597.3,644.3
193.8,207.1,353.2,427,543.1,596.9,643.8
194,207,352.9,426.7,542.9,596.7,643.6
194.2,206.9,352.8,426.5,542.7,596.3,643.3
194.4,206.8,352.6,426.4,542.4,595.9,643
194.6,206.6,352.4,426.2,542.2,595.6,642.8
194.8,206.5,352.2,425.9,541.9,595.4,642.4
195,206.6,352.1,425.8,541.5,595,642.1
195.2,206.4,351.9,425.6,541.3,594.8,641.6
195.4,206.2,351.7,425.4,541.2,594.6,641.3
195.6,206.1,351.5,425.1,540.8,594.1,640.9
195.8,206,351.5,425,540.5,593.8,640.6
196,206,351.3,424.7,540.4,593.5,640.4
196.2,205.8,351.2,424.6,540,593.2,640
196.4,205.6,350.8,424.3,539.8,592.9,639.6
196.6,205.6,350.7,424.2,539.6,592.5,639.3
196.8,205.4,350.6,423.9,539.5,592.1,639
197,205.2,350.3,423.8,538.9,591.9,638.8
197.2,205.2,350.3,423.5,538.8,591.7,638.4
197.4,205.2,350,423.3,538.4,591.3,638.1
197.6,205,349.9,423,538.3,591,637.8
197.8,205,349.8,422.8,537.9,590.7,637.4
198,204.9,349.6,422.8,537.7,590.4,637.1
198.2,204.8,349.4,422.7,537.4,590.2,636.8
198.4,204.6,349.3,422.3,537.1,589.7,636.5
198.6,204.5,349.1,422.2,537,589.5,636.1
198.8,204.5,349,421.9,536.6,589.1,635.9
199,204.4,348.8,421.7,536.2,588.9,635.6
199.2,204.3,348.6,421.6,536.1,588.5,635.3
199.4,204.2,348.5,421.5,535.9,588.2,634.9
199.6,204,348.2,421.2,535.7,588,634.6
199.8,204,348.1,421,535.3,587.7,634.3
200,203.9,348,420.8,535.1,587.3,633.9
200.2,203.7,347.9,420.6,534.8,587,633.6
200.4,203.7,347.7,420.4,534.6,586.7,633.3
200.6,203.5,347.3,420.1,534.3,586.4,633
200.8,203.4,347.3,419.9,534.1,586.1,632.7
201,203.5,347.2,419.8,533.7,585.8,632.4
201.2,203.2,347,419.7,533.5,585.5,632.1
201.4,203.2,346.7,419.5,533.3,585.3,631.7
201.6,203.1,346.6,419.1,532.9,584.9,631.6
201.8,203,346.4,418.9,532.7,584.7,631.1
202,202.9,346.3,418.7,532.3,584.4,630.9
202.2,202.9,346.3,418.8,532.2,584,630.5
202.4,202.8,346.1,418.4,532,583.8,630.3
202.6,202.7,345.9,418.2,531.6,583.6,630
202.8,202.6,345.6,418.1,531.3,583.1,629.6
203,202.5,345.5,417.9,531.1,582.9,629.3
203.2,202.4,345.4,417.6,530.7,582.8,629
203.4,202.4,345.2,417.5,530.4,582.5,628.6
203.6,202.2,345,417.2,530.2,582.1,628.4
203.8,202.1,344.7,417.2,529.9,581.8,628.2
204,202.1,344.7,416.8,529.7,581.5,627.7
204.2,201.9,344.5,416.8,529.4,581.2,627.4
204.4,202,344.4,416.6,529.2,581.1,627.1
204.6,201.8,344.1,416.4,528.8,580.8,626.8
204.8,201.8,344,416,528.4,580.4,626.5
205,201.7,343.9,415.9,528.3,580.1,626
205.2,201.6,343.7,415.7,527.9,579.8,626
205.4,201.5,343.5,415.6,527.9,579.5,625.6
205.6,201.6,343.5,415.3,527.4,579.2,625.3
205.8,201.2,343.2,415.2,527.2,579.1,624.9
206,201.4,343.1,415,526.8,578.8,624.6
206.2,201.2,342.9,414.8,526.7,578.5,624.3
206.4,201,342.8,414.7,526.3,578.4,624
206.6,201,342.5,414.4,526,578,623.8
206.8,200.8,342.3,414.1,525.8,577.6,623.3
207,200.9,342.1,414.1,525.5,577.4,623.1
207.2,200.8,342,413.9,525.1,577.3,622.8
207.4,200.7,341.9,413.5,525,576.7,622.4
207.6,200.5,341.6,413.4,524.8,576.5,622.1
207.8,200.6,341.6,413.3,524.4,576.3,622
208,200.5,341.5,413,524.1,576,621.5
208.2,200.5,341.3,412.8,523.8,575.7,621.2
208.4,200.2,341.2,412.7,523.6,575.5,620.9
208.6,200.3,340.9,412.7,523.3,575.1,620.6
208.8,200.2,340.9,412.1,523,574.9,620.3
209,200,340.6,412,522.8,574.6,620
209.2,199.9,340.6,411.7,522.4,574.2,619.7
209.4,200,340.3,411.6,522.3,574.1,619.3
209.6,199.9,340.1,411.5,521.9,573.8,619
209.8,199.8,340,411.3,521.6,573.5,618.8
210,199.8,339.8,411,521.4,573.2,618.6
210.2,199.6,339.6,410.8,521.1,572.9,618.1
210.4,199.5,339.5,410.6,520.7,572.6,617.9
210.6,199.5,339.3,410.4,520.7,572.5,617.6
210.8,199.4,339.2,410.2,520.4,572.1,617.2
