grado_celcius,grado_fahrenheit,grado_kelvin
-59250,-106618,-58976.85
-59245,-106609,-58971.85
-59240,-106600,-58966.85
-59235,-106591,-58961.85
-59230,-106582,-58956.85
-59225,-106573,-58951.85
-59220,-106564,-58946.85
-59215,-106555,-58941.85
-59210,-106546,-58936.85
-59205,-106537,-58931.85
-59200,-106528,-58926.85
-59195,-106519,-58921.85
-59190,-106510,-58916.85
-59185,-106501,-58911.85
-59180,-106492,-58906.85
-59175,-106483,-58901.85
-59170,-106474,-58896.85
-59165,-106465,-58891.85
-59160,-106456,-58886.85
-59155,-106447,-58881.85
-59150,-106438,-58876.85
-59145,-106429,-58871.85
-59140,-106420,-58866.85
-59135,-106411,-58861.85
-59130,-106402,-58856.85
-59125,-106393,-58851.85
-59120,-106384,-58846.85
-59115,-106375,-58841.85
-59110,-106366,-58836.85
-59105,-106357,-58831.85
-59100,-106348,-58826.85
-59095,-106339,-58821.85
-59090,-106330,-58816.85
-59085,-106321,-58811.85
-59080,-106312,-58806.85
-59075,-106303,-58801.85
-59070,-106294,-58796.85
-59065,-106285,-58791.85
-59060,-106276,-58786.85
-59055,-106267,-58781.85
-59050,-106258,-58776.85
-59045,-106249,-58771.85
-59040,-106240,-58766.85
-59035,-106231,-58761.85
-59030,-106222,-58756.85
-59025,-106213,-58751.85
-59020,-106204,-58746.85
-59015,-106195,-58741.85
-59010,-106186,-58736.85
-59005,-106177,-58731.85
-59000,-106168,-58726.85
-58995,-106159,-58721.85
-58990,-106150,-58716.85
-58985,-106141,-58711.85
-58980,-106132,-58706.85
-58975,-106123,-58701.85
-58970,-106114,-58696.85
-58965,-106105,-58691.85
-58960,-106096,-58686.85
-58955,-106087,-58681.85
-58950,-106078,-58676.85
-58945,-106069,-58671.85
-58940,-106060,-58666.85
-58935,-106051,-58661.85
-58930,-106042,-58656.85
-58925,-106033,-58651.85
-58920,-106024,-58646.85
-58915,-106015,-58641.85
-58910,-106006,-58636.85
-58905,-105997,-58631.85
-58900,-105988,-58626.85
-58895,-105979,-58621.85
-58890,-105970,-58616.85
-58885,-105961,-58611.85
-58880,-105952,-58606.85
-58875,-105943,-58601.85
-58870,-105934,-58596.85
-58865,-105925,-58591.85
-58860,-105916,-58586.85
-58855,-105907,-58581.85
-58850,-105898,-58576.85
-58845,-105889,-58571.85
-58840,-105880,-58566.85
-58835,-105871,-58561.85
-58830,-105862,-58556.85
-58825,-105853,-58551.85
-58820,-105844,-58546.85
-58815,-105835,-58541.85
-58810,-105826,-58536.85
-58805,-105817,-58531.85
-58800,-105808,-58526.85
-58795,-105799,-58521.85
-58790,-105790,-58516.85
-58785,-105781,-58511.85
-58780,-105772,-58506.85
-58775,-105763,-58501.85
-58770,-105754,-58496.85
-58765,-105745,-58491.85
-58760,-105736,-58486.85
-58755,-105727,-58481.85
-58750,-105718,-58476.85
-58745,-105709,-58471.85
-58740,-105700,-58466.85
-58735,-105691,-58461.85
-58730,-105682,-58456.85
-58725,-105673,-58451.85
-58720,-105664,-58446.85
-58715,-105655,-58441.85
-58710,-105646,-58436.85
-58705,-105637,-58431.85
-58700,-105628,-58426.85
-58695,-105619,-58421.85
-58690,-105610,-58416.85
-58685,-105601,-58411.85
-58680,-105592,-58406.85
-58675,-105583,-58401.85
-58670,-105574,-58396.85
-58665,-105565,-58391.85
-58660,-105556,-58386.85
-58655,-105547,-58381.85
-58650,-105538,-58376.85
-58645,-105529,-58371.85
-58640,-105520,-58366.85
-58635,-105511,-58361.85
-58630,-105502,-58356.85
-58625,-105493,-58351.85
-58620,-105484,-58346.85
-58615,-105475,-58341.85
-58610,-105466,-58336.85
-58605,-105457,-58331.85
-58600,-105448,-58326.85
-58595,-105439,-58321.85
-58590,-105430,-58316.85
-58585,-105421,-58311.85
-58580,-105412,-58306.85
-58575,-105403,-58301.85
-58570,-105394,-58296.85
-58565,-105385,-58291.85
-58560,-105376,-58286.85
-58555,-105367,-58281.85
-58550,-105358,-58276.85
-58545,-105349,-58271.85
-58540,-105340,-58266.85
-58535,-105331,-58261.85
-58530,-105322,-58256.85
-58525,-105313,-58251.85
-58520,-105304,-58246.85
-58515,-105295,-58241.85
-58510,-105286,-58236.85
-58505,-105277,-58231.85
-58500,-105268,-58226.85
-58495,-105259,-58221.85
-58490,-105250,-58216.85
-58485,-105241,-58211.85
-58480,-105232,-58206.85
-58475,-105223,-58201.85
-58470,-105214,-58196.85
-58465,-105205,-58191.85
-58460,-105196,-58186.85
-58455,-105187,-58181.85
-58450,-105178,-58176.85
-58445,-105169,-58171.85
-58440,-105160,-58166.85
-58435,-105151,-58161.85
-58430,-105142,-58156.85
-58425,-105133,-58151.85
-58420,-105124,-58146.85
-58415,-105115,-58141.85
-58410,-105106,-58136.85
-58405,-105097,-58131.85
-58400,-105088,-58126.85
-58395,-105079,-58121.85
-58390,-105070,-58116.85
-58385,-105061,-58111.85
-58380,-105052,-58106.85
-58375,-105043,-58101.85
-58370,-105034,-58096.85
-58365,-105025,-58091.85
-58360,-105016,-58086.85
-58355,-105007,-58081.85
-58350,-104998,-58076.85
-58345,-104989,-58071.85
-58340,-104980,-58066.85
-58335,-104971,-58061.85
-58330,-104962,-58056.85
-58325,-104953,-58051.85
-58320,-104944,-58046.85
-58315,-104935,-58041.85
-58310,-104926,-58036.85
-58305,-104917,-58031.85
-58300,-104908,-58026.85
-58295,-104899,-58021.85
-58290,-104890,-58016.85
-58285,-104881,-58011.85
-58280,-104872,-58006.85
-58275,-104863,-58001.85
-58270,-104854,-57996.85
-58265,-104845,-57991.85
-58260,-104836,-57986.85
-58255,-104827,-57981.85
-58250,-104818,-57976.85
-58245,-104809,-57971.85
-58240,-104800,-57966.85
-58235,-104791,-57961.85
-58230,-104782,-57956.85
-58225,-104773,-57951.85
-58220,-104764,-57946.85
-58215,-104755,-57941.85
-58210,-104746,-57936.85
-58205,-104737,-57931.85
-58200,-104728,-57926.85
-58195,-104719,-57921.85
-58190,-104710,-57916.85
-58185,-104701,-57911.85
-58180,-104692,-57906.85
-58175,-104683,-57901.85
-58170,-104674,-57896.85
-58165,-104665,-57891.85
-58160,-104656,-57886.85
-58155,-104647,-57881.85
-58150,-104638,-57876.85
-58145,-104629,-57871.85
-58140,-104620,-57866.85
-58135,-104611,-57861.85
-58130,-104602,-57856.85
-58125,-104593,-57851.85
-58120,-104584,-57846.85
-58115,-104575,-57841.85
-58110,-104566,-57836.85
-58105,-104557,-57831.85
-58100,-104548,-57826.85
-58095,-104539,-57821.85
-58090,-104530,-57816.85
-58085,-104521,-57811.85
-58080,-104512,-57806.85
-58075,-104503,-57801.85
-58070,-104494,-57796.85
-58065,-104485,-57791.85
-58060,-104476,-57786.85
-58055,-104467,-57781.85
-58050,-104458,-57776.85
-58045,-104449,-57771.85
-58040,-104440,-57766.85
-58035,-104431,-57761.85
-58030,-104422,-57756.85
-58025,-104413,-57751.85
-58020,-104404,-57746.85
-58015,-104395,-57741.85
-58010,-104386,-57736.85
-58005,-104377,-57731.85
-58000,-104368,-57726.85
-57995,-104359,-57721.85
-57990,-104350,-57716.85
-57985,-104341,-57711.85
-57980,-104332,-57706.85
-57975,-104323,-57701.85
-57970,-104314,-57696.85
-57965,-104305,-57691.85
-57960,-104296,-57686.85
-57955,-104287,-57681.85
-57950,-104278,-57676.85
-57945,-104269,-57671.85
-57940,-104260,-57666.85
-57935,-104251,-57661.85
-57930,-104242,-57656.85
-57925,-104233,-57651.85
-57920,-104224,-57646.85
-57915,-104215,-57641.85
-57910,-104206,-57636.85
-57905,-104197,-57631.85
-57900,-104188,-57626.85
-57895,-104179,-57621.85
-57890,-104170,-57616.85
-57885,-104161,-57611.85
-57880,-104152,-57606.85
-57875,-104143,-57601.85
-57870,-104134,-57596.85
-57865,-104125,-57591.85
-57860,-104116,-57586.85
-57855,-104107,-57581.85
-57850,-104098,-57576.85
-57845,-104089,-57571.85
-57840,-104080,-57566.85
-57835,-104071,-57561.85
-57830,-104062,-57556.85
-57825,-104053,-57551.85
-57820,-104044,-57546.85
-57815,-104035,-57541.85
-57810,-104026,-57536.85
-57805,-104017,-57531.85
-57800,-104008,-57526.85
-57795,-103999,-57521.85
-57790,-103990,-57516.85
-57785,-103981,-57511.85
-57780,-103972,-57506.85
-57775,-103963,-57501.85
-57770,-103954,-57496.85
-57765,-103945,-57491.85
-57760,-103936,-57486.85
-57755,-103927,-57481.85
-57750,-103918,-57476.85
-57745,-103909,-57471.85
-57740,-103900,-57466.85
-57735,-103891,-57461.85
-57730,-103882,-57456.85
-57725,-103873,-57451.85
-57720,-103864,-57446.85
-57715,-103855,-57441.85
-57710,-103846,-57436.85
-57705,-103837,-57431.85
-57700,-103828,-57426.85
-57695,-103819,-57421.85
-57690,-103810,-57416.85
-57685,-103801,-57411.85
-57680,-103792,-57406.85
-57675,-103783,-57401.85
-57670,-103774,-57396.85
-57665,-103765,-57391.85
-57660,-103756,-57386.85
-57655,-103747,-57381.85
-57650,-103738,-57376.85
-57645,-103729,-57371.85
-57640,-103720,-57366.85
-57635,-103711,-57361.85
-57630,-103702,-57356.85
-57625,-103693,-57351.85
-57620,-103684,-57346.85
-57615,-103675,-57341.85
-57610,-103666,-57336.85
-57605,-103657,-57331.85
-57600,-103648,-57326.85
-57595,-103639,-57321.85
-57590,-103630,-57316.85
-57585,-103621,-57311.85
-57580,-103612,-57306.85
-57575,-103603,-57301.85
-57570,-103594,-57296.85
-57565,-103585,-57291.85
-57560,-103576,-57286.85
-57555,-103567,-57281.85
-57550,-103558,-57276.85
-57545,-103549,-57271.85
-57540,-103540,-57266.85
-57535,-103531,-57261.85
-57530,-103522,-57256.85
-57525,-103513,-57251.85
-57520,-103504,-57246.85
-57515,-103495,-57241.85
-57510,-103486,-57236.85
-57505,-103477,-57231.85
-57500,-103468,-57226.85
-57495,-103459,-57221.85
-57490,-103450,-57216.85
-57485,-103441,-57211.85
-57480,-103432,-57206.85
-57475,-103423,-57201.85
-57470,-103414,-57196.85
-57465,-103405,-57191.85
-57460,-103396,-57186.85
-57455,-103387,-57181.85
-57450,-103378,-57176.85
-57445,-103369,-57171.85
-57440,-103360,-57166.85
-57435,-103351,-57161.85
-57430,-103342,-57156.85
-57425,-103333,-57151.85
-57420,-103324,-57146.85
-57415,-103315,-57141.85
-57410,-103306,-57136.85
-57405,-103297,-57131.85
-57400,-103288,-57126.85
-57395,-103279,-57121.85
-57390,-103270,-57116.85
-57385,-103261,-57111.85
-57380,-103252,-57106.85
-57375,-103243,-57101.85
-57370,-103234,-57096.85
-57365,-103225,-57091.85
-57360,-103216,-57086.85
-57355,-103207,-57081.85
-57350,-103198,-57076.85
-57345,-103189,-57071.85
-57340,-103180,-57066.85
-57335,-103171,-57061.85
-57330,-103162,-57056.85
-57325,-103153,-57051.85
-57320,-103144,-57046.85
-57315,-103135,-57041.85
-57310,-103126,-57036.85
-57305,-103117,-57031.85
-57300,-103108,-57026.85
-57295,-103099,-57021.85
-57290,-103090,-57016.85
-57285,-103081,-57011.85
-57280,-103072,-57006.85
-57275,-103063,-57001.85
-57270,-103054,-56996.85
-57265,-103045,-56991.85
-57260,-103036,-56986.85
-57255,-103027,-56981.85
-57250,-103018,-56976.85
-57245,-103009,-56971.85
-57240,-103000,-56966.85
-57235,-102991,-56961.85
-57230,-102982,-56956.85
-57225,-102973,-56951.85
-57220,-102964,-56946.85
-57215,-102955,-56941.85
-57210,-102946,-56936.85
-57205,-102937,-56931.85
-57200,-102928,-56926.85
-57195,-102919,-56921.85
-57190,-102910,-56916.85
-57185,-102901,-56911.85
-57180,-102892,-56906.85
-57175,-102883,-56901.85
-57170,-102874,-56896.85
-57165,-102865,-56891.85
-57160,-102856,-56886.85
-57155,-102847,-56881.85
-57150,-102838,-56876.85
-57145,-102829,-56871.85
-57140,-102820,-56866.85
-57135,-102811,-56861.85
-57130,-102802,-56856.85
-57125,-102793,-56851.85
-57120,-102784,-56846.85
-57115,-102775,-56841.85
-57110,-102766,-56836.85
-57105,-102757,-56831.85
-57100,-102748,-56826.85
-57095,-102739,-56821.85
-57090,-102730,-56816.85
-57085,-102721,-56811.85
-57080,-102712,-56806.85
-57075,-102703,-56801.85
-57070,-102694,-56796.85
-57065,-102685,-56791.85
-57060,-102676,-56786.85
-57055,-102667,-56781.85
-57050,-102658,-56776.85
-57045,-102649,-56771.85
-57040,-102640,-56766.85
-57035,-102631,-56761.85
-57030,-102622,-56756.85
-57025,-102613,-56751.85
-57020,-102604,-56746.85
-57015,-102595,-56741.85
-57010,-102586,-56736.85
-57005,-102577,-56731.85
-57000,-102568,-56726.85
-56995,-102559,-56721.85
-56990,-102550,-56716.85
-56985,-102541,-56711.85
-56980,-102532,-56706.85
-56975,-102523,-56701.85
-56970,-102514,-56696.85
-56965,-102505,-56691.85
-56960,-102496,-56686.85
-56955,-102487,-56681.85
-56950,-102478,-56676.85
-56945,-102469,-56671.85
-56940,-102460,-56666.85
-56935,-102451,-56661.85
-56930,-102442,-56656.85
-56925,-102433,-56651.85
-56920,-102424,-56646.85
-56915,-102415,-56641.85
-56910,-102406,-56636.85
-56905,-102397,-56631.85
-56900,-102388,-56626.85
-56895,-102379,-56621.85
-56890,-102370,-56616.85
-56885,-102361,-56611.85
-56880,-102352,-56606.85
-56875,-102343,-56601.85
-56870,-102334,-56596.85
-56865,-102325,-56591.85
-56860,-102316,-56586.85
-56855,-102307,-56581.85
-56850,-102298,-56576.85
-56845,-102289,-56571.85
-56840,-102280,-56566.85
-56835,-102271,-56561.85
-56830,-102262,-56556.85
-56825,-102253,-56551.85
-56820,-102244,-56546.85
-56815,-102235,-56541.85
-56810,-102226,-56536.85
-56805,-102217,-56531.85
-56800,-102208,-56526.85
-56795,-102199,-56521.85
-56790,-102190,-56516.85
-56785,-102181,-56511.85
-56780,-102172,-56506.85
-56775,-102163,-56501.85
-56770,-102154,-56496.85
-56765,-102145,-56491.85
-56760,-102136,-56486.85
-56755,-102127,-56481.85
-56750,-102118,-56476.85
-56745,-102109,-56471.85
-56740,-102100,-56466.85
-56735,-102091,-56461.85
-56730,-102082,-56456.85
-56725,-102073,-56451.85
-56720,-102064,-56446.85
-56715,-102055,-56441.85
-56710,-102046,-56436.85
-56705,-102037,-56431.85
-56700,-102028,-56426.85
-56695,-102019,-56421.85
-56690,-102010,-56416.85
-56685,-102001,-56411.85
-56680,-101992,-56406.85
-56675,-101983,-56401.85
-56670,-101974,-56396.85
-56665,-101965,-56391.85
-56660,-101956,-56386.85
-56655,-101947,-56381.85
-56650,-101938,-56376.85
-56645,-101929,-56371.85
-56640,-101920,-56366.85
-56635,-101911,-56361.85
-56630,-101902,-56356.85
-56625,-101893,-56351.85
-56620,-101884,-56346.85
-56615,-101875,-56341.85
-56610,-101866,-56336.85
-56605,-101857,-56331.85
-56600,-101848,-56326.85
-56595,-101839,-56321.85
-56590,-101830,-56316.85
-56585,-101821,-56311.85
-56580,-101812,-56306.85
-56575,-101803,-56301.85
-56570,-101794,-56296.85
-56565,-101785,-56291.85
-56560,-101776,-56286.85
-56555,-101767,-56281.85
-56550,-101758,-56276.85
-56545,-101749,-56271.85
-56540,-101740,-56266.85
-56535,-101731,-56261.85
-56530,-101722,-56256.85
-56525,-101713,-56251.85
-56520,-101704,-56246.85
-56515,-101695,-56241.85
-56510,-101686,-56236.85
-56505,-101677,-56231.85
-56500,-101668,-56226.85
-56495,-101659,-56221.85
-56490,-101650,-56216.85
-56485,-101641,-56211.85
-56480,-101632,-56206.85
-56475,-101623,-56201.85
-56470,-101614,-56196.85
-56465,-101605,-56191.85
-56460,-101596,-56186.85
-56455,-101587,-56181.85
-56450,-101578,-56176.85
-56445,-101569,-56171.85
-56440,-101560,-56166.85
-56435,-101551,-56161.85
-56430,-101542,-56156.85
-56425,-101533,-56151.85
-56420,-101524,-56146.85
-56415,-101515,-56141.85
-56410,-101506,-56136.85
-56405,-101497,-56131.85
-56400,-101488,-56126.85
-56395,-101479,-56121.85
-56390,-101470,-56116.85
-56385,-101461,-56111.85
-56380,-101452,-56106.85
-56375,-101443,-56101.85
-56370,-101434,-56096.85
-56365,-101425,-56091.85
-56360,-101416,-56086.85
-56355,-101407,-56081.85
-56350,-101398,-56076.85
-56345,-101389,-56071.85
-56340,-101380,-56066.85
-56335,-101371,-56061.85
-56330,-101362,-56056.85
-56325,-101353,-56051.85
-56320,-101344,-56046.85
-56315,-101335,-56041.85
-56310,-101326,-56036.85
-56305,-101317,-56031.85
-56300,-101308,-56026.85
-56295,-101299,-56021.85
-56290,-101290,-56016.85
-56285,-101281,-56011.85
-56280,-101272,-56006.85
-56275,-101263,-56001.85
-56270,-101254,-55996.85
-56265,-101245,-55991.85
-56260,-101236,-55986.85
-56255,-101227,-55981.85
-56250,-101218,-55976.85
-56245,-101209,-55971.85
-56240,-101200,-55966.85
-56235,-101191,-55961.85
-56230,-101182,-55956.85
-56225,-101173,-55951.85
-56220,-101164,-55946.85
-56215,-101155,-55941.85
-56210,-101146,-55936.85
-56205,-101137,-55931.85
-56200,-101128,-55926.85
-56195,-101119,-55921.85
-56190,-101110,-55916.85
-56185,-101101,-55911.85
-56180,-101092,-55906.85
-56175,-101083,-55901.85
-56170,-101074,-55896.85
-56165,-101065,-55891.85
-56160,-101056,-55886.85
-56155,-101047,-55881.85
-56150,-101038,-55876.85
-56145,-101029,-55871.85
-56140,-101020,-55866.85
-56135,-101011,-55861.85
-56130,-101002,-55856.85
-56125,-100993,-55851.85
-56120,-100984,-55846.85
-56115,-100975,-55841.85
-56110,-100966,-55836.85
-56105,-100957,-55831.85
-56100,-100948,-55826.85
-56095,-100939,-55821.85
-56090,-100930,-55816.85
-56085,-100921,-55811.85
-56080,-100912,-55806.85
-56075,-100903,-55801.85
-56070,-100894,-55796.85
-56065,-100885,-55791.85
-56060,-100876,-55786.85
-56055,-100867,-55781.85
-56050,-100858,-55776.85
-56045,-100849,-55771.85
-56040,-100840,-55766.85
-56035,-100831,-55761.85
-56030,-100822,-55756.85
-56025,-100813,-55751.85
-56020,-100804,-55746.85
-56015,-100795,-55741.85
-56010,-100786,-55736.85
-56005,-100777,-55731.85
-56000,-100768,-55726.85
-55995,-100759,-55721.85
-55990,-100750,-55716.85
-55985,-100741,-55711.85
-55980,-100732,-55706.85
-55975,-100723,-55701.85
-55970,-100714,-55696.85
-55965,-100705,-55691.85
-55960,-100696,-55686.85
-55955,-100687,-55681.85
-55950,-100678,-55676.85
-55945,-100669,-55671.85
-55940,-100660,-55666.85
-55935,-100651,-55661.85
-55930,-100642,-55656.85
-55925,-100633,-55651.85
-55920,-100624,-55646.85
-55915,-100615,-55641.85
-55910,-100606,-55636.85
-55905,-100597,-55631.85
-55900,-100588,-55626.85
-55895,-100579,-55621.85
-55890,-100570,-55616.85
-55885,-100561,-55611.85
-55880,-100552,-55606.85
-55875,-100543,-55601.85
-55870,-100534,-55596.85
-55865,-100525,-55591.85
-55860,-100516,-55586.85
-55855,-100507,-55581.85
-55850,-100498,-55576.85
-55845,-100489,-55571.85
-55840,-100480,-55566.85
-55835,-100471,-55561.85
-55830,-100462,-55556.85
-55825,-100453,-55551.85
-55820,-100444,-55546.85
-55815,-100435,-55541.85
-55810,-100426,-55536.85
-55805,-100417,-55531.85
-55800,-100408,-55526.85
-55795,-100399,-55521.85
-55790,-100390,-55516.85
-55785,-100381,-55511.85
-55780,-100372,-55506.85
-55775,-100363,-55501.85
-55770,-100354,-55496.85
-55765,-100345,-55491.85
-55760,-100336,-55486.85
-55755,-100327,-55481.85
-55750,-100318,-55476.85
-55745,-100309,-55471.85
-55740,-100300,-55466.85
-55735,-100291,-55461.85
-55730,-100282,-55456.85
-55725,-100273,-55451.85
-55720,-100264,-55446.85
-55715,-100255,-55441.85
-55710,-100246,-55436.85
-55705,-100237,-55431.85
-55700,-100228,-55426.85
-55695,-100219,-55421.85
-55690,-100210,-55416.85
-55685,-100201,-55411.85
-55680,-100192,-55406.85
-55675,-100183,-55401.85
-55670,-100174,-55396.85
-55665,-100165,-55391.85
-55660,-100156,-55386.85
-55655,-100147,-55381.85
-55650,-100138,-55376.85
-55645,-100129,-55371.85
-55640,-100120,-55366.85
-55635,-100111,-55361.85
-55630,-100102,-55356.85
-55625,-100093,-55351.85
-55620,-100084,-55346.85
-55615,-100075,-55341.85
-55610,-100066,-55336.85
-55605,-100057,-55331.85
-55600,-100048,-55326.85
-55595,-100039,-55321.85
-55590,-100030,-55316.85
-55585,-100021,-55311.85
-55580,-100012,-55306.85
-55575,-100003,-55301.85
-55570,-99994,-55296.85
-55565,-99985,-55291.85
-55560,-99976,-55286.85
-55555,-99967,-55281.85
-55550,-99958,-55276.85
-55545,-99949,-55271.85
-55540,-99940,-55266.85
-55535,-99931,-55261.85
-55530,-99922,-55256.85
-55525,-99913,-55251.85
-55520,-99904,-55246.85
-55515,-99895,-55241.85
-55510,-99886,-55236.85
-55505,-99877,-55231.85
-55500,-99868,-55226.85
-55495,-99859,-55221.85
-55490,-99850,-55216.85
-55485,-99841,-55211.85
-55480,-99832,-55206.85
-55475,-99823,-55201.85
-55470,-99814,-55196.85
-55465,-99805,-55191.85
-55460,-99796,-55186.85
-55455,-99787,-55181.85
-55450,-99778,-55176.85
-55445,-99769,-55171.85
-55440,-99760,-55166.85
-55435,-99751,-55161.85
-55430,-99742,-55156.85
-55425,-99733,-55151.85
-55420,-99724,-55146.85
-55415,-99715,-55141.85
-55410,-99706,-55136.85
-55405,-99697,-55131.85
-55400,-99688,-55126.85
-55395,-99679,-55121.85
-55390,-99670,-55116.85
-55385,-99661,-55111.85
-55380,-99652,-55106.85
-55375,-99643,-55101.85
-55370,-99634,-55096.85
-55365,-99625,-55091.85
-55360,-99616,-55086.85
-55355,-99607,-55081.85
-55350,-99598,-55076.85
-55345,-99589,-55071.85
-55340,-99580,-55066.85
-55335,-99571,-55061.85
-55330,-99562,-55056.85
-55325,-99553,-55051.85
-55320,-99544,-55046.85
-55315,-99535,-55041.85
-55310,-99526,-55036.85
-55305,-99517,-55031.85
-55300,-99508,-55026.85
-55295,-99499,-55021.85
-55290,-99490,-55016.85
-55285,-99481,-55011.85
-55280,-99472,-55006.85
-55275,-99463,-55001.85
-55270,-99454,-54996.85
-55265,-99445,-54991.85
-55260,-99436,-54986.85
-55255,-99427,-54981.85
-55250,-99418,-54976.85
-55245,-99409,-54971.85
-55240,-99400,-54966.85
-55235,-99391,-54961.85
-55230,-99382,-54956.85
-55225,-99373,-54951.85
-55220,-99364,-54946.85
-55215,-99355,-54941.85
-55210,-99346,-54936.85
-55205,-99337,-54931.85
-55200,-99328,-54926.85
-55195,-99319,-54921.85
-55190,-99310,-54916.85
-55185,-99301,-54911.85
-55180,-99292,-54906.85
-55175,-99283,-54901.85
-55170,-99274,-54896.85
-55165,-99265,-54891.85
-55160,-99256,-54886.85
-55155,-99247,-54881.85
-55150,-99238,-54876.85
-55145,-99229,-54871.85
-55140,-99220,-54866.85
-55135,-99211,-54861.85
-55130,-99202,-54856.85
-55125,-99193,-54851.85
-55120,-99184,-54846.85
-55115,-99175,-54841.85
-55110,-99166,-54836.85
-55105,-99157,-54831.85
-55100,-99148,-54826.85
-55095,-99139,-54821.85
-55090,-99130,-54816.85
-55085,-99121,-54811.85
-55080,-99112,-54806.85
-55075,-99103,-54801.85
-55070,-99094,-54796.85
-55065,-99085,-54791.85
-55060,-99076,-54786.85
-55055,-99067,-54781.85
-55050,-99058,-54776.85
-55045,-99049,-54771.85
-55040,-99040,-54766.85
-55035,-99031,-54761.85
-55030,-99022,-54756.85
-55025,-99013,-54751.85
-55020,-99004,-54746.85
-55015,-98995,-54741.85
-55010,-98986,-54736.85
-55005,-98977,-54731.85
-55000,-98968,-54726.85
-54995,-98959,-54721.85
-54990,-98950,-54716.85
-54985,-98941,-54711.85
-54980,-98932,-54706.85
-54975,-98923,-54701.85
-54970,-98914,-54696.85
-54965,-98905,-54691.85
-54960,-98896,-54686.85
-54955,-98887,-54681.85
-54950,-98878,-54676.85
-54945,-98869,-54671.85
-54940,-98860,-54666.85
-54935,-98851,-54661.85
-54930,-98842,-54656.85
-54925,-98833,-54651.85
-54920,-98824,-54646.85
-54915,-98815,-54641.85
-54910,-98806,-54636.85
-54905,-98797,-54631.85
-54900,-98788,-54626.85
-54895,-98779,-54621.85
-54890,-98770,-54616.85
-54885,-98761,-54611.85
-54880,-98752,-54606.85
-54875,-98743,-54601.85
-54870,-98734,-54596.85
-54865,-98725,-54591.85
-54860,-98716,-54586.85
-54855,-98707,-54581.85
-54850,-98698,-54576.85
-54845,-98689,-54571.85
-54840,-98680,-54566.85
-54835,-98671,-54561.85
-54830,-98662,-54556.85
-54825,-98653,-54551.85
-54820,-98644,-54546.85
-54815,-98635,-54541.85
-54810,-98626,-54536.85
-54805,-98617,-54531.85
-54800,-98608,-54526.85
-54795,-98599,-54521.85
-54790,-98590,-54516.85
-54785,-98581,-54511.85
-54780,-98572,-54506.85
-54775,-98563,-54501.85
-54770,-98554,-54496.85
-54765,-98545,-54491.85
-54760,-98536,-54486.85
-54755,-98527,-54481.85
-54750,-98518,-54476.85
-54745,-98509,-54471.85
-54740,-98500,-54466.85
-54735,-98491,-54461.85
-54730,-98482,-54456.85
-54725,-98473,-54451.85
-54720,-98464,-54446.85
-54715,-98455,-54441.85
-54710,-98446,-54436.85
-54705,-98437,-54431.85
-54700,-98428,-54426.85
-54695,-98419,-54421.85
-54690,-98410,-54416.85
-54685,-98401,-54411.85
-54680,-98392,-54406.85
-54675,-98383,-54401.85
-54670,-98374,-54396.85
-54665,-98365,-54391.85
-54660,-98356,-54386.85
-54655,-98347,-54381.85
-54650,-98338,-54376.85
-54645,-98329,-54371.85
-54640,-98320,-54366.85
-54635,-98311,-54361.85
-54630,-98302,-54356.85
-54625,-98293,-54351.85
-54620,-98284,-54346.85
-54615,-98275,-54341.85
-54610,-98266,-54336.85
-54605,-98257,-54331.85
-54600,-98248,-54326.85
-54595,-98239,-54321.85
-54590,-98230,-54316.85
-54585,-98221,-54311.85
-54580,-98212,-54306.85
-54575,-98203,-54301.85
-54570,-98194,-54296.85
-54565,-98185,-54291.85
-54560,-98176,-54286.85
-54555,-98167,-54281.85
-54550,-98158,-54276.85
-54545,-98149,-54271.85
-54540,-98140,-54266.85
-54535,-98131,-54261.85
-54530,-98122,-54256.85
-54525,-98113,-54251.85
-54520,-98104,-54246.85
-54515,-98095,-54241.85
-54510,-98086,-54236.85
-54505,-98077,-54231.85
-54500,-98068,-54226.85
-54495,-98059,-54221.85
-54490,-98050,-54216.85
-54485,-98041,-54211.85
-54480,-98032,-54206.85
-54475,-98023,-54201.85
-54470,-98014,-54196.85
-54465,-98005,-54191.85
-54460,-97996,-54186.85
-54455,-97987,-54181.85
-54450,-97978,-54176.85
-54445,-97969,-54171.85
-54440,-97960,-54166.85
-54435,-97951,-54161.85
-54430,-97942,-54156.85
-54425,-97933,-54151.85
-54420,-97924,-54146.85
-54415,-97915,-54141.85
-54410,-97906,-54136.85
-54405,-97897,-54131.85
-54400,-97888,-54126.85
-54395,-97879,-54121.85
-54390,-97870,-54116.85
-54385,-97861,-54111.85
-54380,-97852,-54106.85
-54375,-97843,-54101.85
-54370,-97834,-54096.85
-54365,-97825,-54091.85
-54360,-97816,-54086.85
-54355,-97807,-54081.85
-54350,-97798,-54076.85
-54345,-97789,-54071.85
-54340,-97780,-54066.85
-54335,-97771,-54061.85
-54330,-97762,-54056.85
-54325,-97753,-54051.85
-54320,-97744,-54046.85
-54315,-97735,-54041.85
-54310,-97726,-54036.85
-54305,-97717,-54031.85
-54300,-97708,-54026.85
-54295,-97699,-54021.85
-54290,-97690,-54016.85
-54285,-97681,-54011.85
-54280,-97672,-54006.85
-54275,-97663,-54001.85
-54270,-97654,-53996.85
-54265,-97645,-53991.85
