edad,trabajo,estado_civil ,educacion,total_hijos,credito_sin_pago,prestamo_vivienda,prestamo_personal,valor_prestamo,dias_ultimo_pago,tarjetas_credito,contacto,mes,dia_semana,duracion_ultimo_contacto,dias_ultimo_contacto,anterior_contacto,numero_empleados,si_no
48,10,1,8,3,0,1,0,380062,0,4,2,5,11,429,88,0,1674,0
31,5,2,7,5,0,1,0,254853,0,1,1,5,44,165,36,0,1579,0
40,10,1,7,4,0,0,0,0,0,0,1,5,11,192,0,1,605,0
42,2,1,2,8,0,0,0,0,0,5,1,7,33,53,0,0,781,0
23,10,2,5,3,0,0,1,214372,0,0,1,5,44,1129,38,0,1843,1
37,1,2,7,6,0,0,0,0,0,5,2,5,33,362,0,0,1557,0
29,10,1,7,4,0,0,1,163009,0,2,1,8,33,80,42,0,1068,0
31,10,2,4,6,0,0,0,0,0,0,1,5,22,163,0,1,1326,0
34,12,1,2,4,0,1,0,343851,0,4,1,4,44,477,41,0,1700,0
34,1,1,5,6,0,0,0,0,0,1,2,5,33,357,0,0,597,0
56,1,3,3,3,0,0,1,61115,0,0,1,7,44,174,2,0,784,0
21,9,2,5,7,0,1,1,110730,0,1,1,8,22,220,34,0,1117,0
24,8,2,5,2,0,1,0,427859,0,3,1,4,33,209,88,0,1274,1
53,10,3,5,1,0,1,0,485862,0,2,1,7,22,201,80,0,1582,0
49,7,1,5,1,0,0,0,0,0,0,1,5,55,309,0,0,1496,0
60,1,1,8,1,0,1,0,441373,0,4,1,5,33,762,77,2,1536,1
42,1,2,5,6,0,1,0,369798,0,2,1,7,44,154,15,0,1308,0
45,1,2,5,0,0,1,0,47656,0,3,1,5,44,19,22,1,1421,0
21,1,2,5,7,0,1,0,421187,0,2,1,4,33,122,1,0,1814,0
43,1,1,7,1,0,0,0,0,0,1,1,8,33,420,0,0,235,0
40,5,1,7,6,0,-1,-1,0,0,1,2,6,11,61,0,0,178,0
37,11,2,7,6,0,1,0,48714,0,2,1,6,44,122,72,1,564,0
43,1,1,7,0,0,1,0,61859,0,2,1,3,55,689,40,0,138,0
29,8,2,5,8,-1,1,0,23981,0,2,2,6,55,334,33,0,1906,0
58,1,1,7,1,0,1,0,242419,0,2,2,10,11,9,32,0,796,0
40,1,2,5,5,0,1,0,131843,0,3,1,5,11,213,50,1,98,0
27,2,1,6,8,-1,1,1,16770,0,0,2,5,11,115,5,0,783,0
32,1,1,7,2,0,1,0,451577,0,0,1,8,33,322,82,0,1328,0
31,5,2,7,3,0,0,0,0,0,4,1,8,11,413,0,0,911,0
34,2,1,3,0,-1,1,1,118605,0,0,1,11,33,182,90,1,284,0
30,2,3,6,8,0,0,0,0,0,2,2,6,11,79,0,0,1277,0
57,1,3,7,5,0,1,0,319959,0,4,1,11,44,172,62,0,1462,0
52,2,1,2,2,0,0,0,0,0,4,1,4,33,358,0,0,911,0
31,2,1,6,2,0,1,0,322550,0,3,1,11,22,60,5,0,1148,0
37,7,1,4,7,0,1,0,355946,0,2,2,5,44,80,41,0,313,0
41,2,1,6,4,0,0,0,0,0,0,2,5,44,410,0,0,402,0
29,1,2,7,4,0,1,0,64008,0,5,1,11,44,341,23,0,1820,0
53,10,1,8,3,0,1,0,425176,0,0,2,6,44,134,41,0,947,0
28,11,1,4,4,0,0,0,0,0,3,2,8,55,140,0,0,394,0
58,5,3,7,2,0,1,0,461853,0,0,1,11,11,48,87,0,681,0
36,2,1,2,1,-1,0,0,0,0,2,2,6,11,280,0,0,1789,0
56,2,3,2,1,0,1,0,23536,0,4,2,6,33,378,12,0,16,0
42,1,2,7,2,0,1,0,128004,0,1,2,5,11,422,46,0,1953,0
49,5,1,7,7,0,0,0,0,0,1,2,6,11,202,0,0,1804,0
36,11,2,2,8,-1,0,0,0,0,2,2,5,55,143,0,0,1598,0
40,1,1,4,3,0,0,1,463543,0,4,2,5,55,148,25,0,1618,0
42,8,1,5,0,0,1,1,187908,0,5,2,4,55,73,30,1,534,0
36,10,2,4,1,0,0,1,67951,0,4,2,5,11,114,16,0,994,0
41,10,1,4,6,0,0,0,0,0,2,1,11,55,407,0,0,1276,0
29,2,1,6,5,0,0,1,381460,0,4,1,5,33,837,65,0,1904,1
41,10,2,7,3,-1,0,0,0,0,1,2,5,22,160,0,0,811,0
27,2,1,6,4,0,1,0,239986,0,1,2,5,22,297,89,0,894,0
63,6,3,7,8,0,1,1,416170,0,1,1,7,44,146,48,1,1417,0
52,8,1,6,8,-1,1,1,48133,0,2,1,8,44,110,0,0,704,0
18,9,2,8,4,0,1,0,397018,0,2,1,5,44,183,44,2,1753,0
38,1,1,5,5,0,0,0,0,0,0,2,5,22,112,0,0,161,0
36,10,1,7,0,0,0,0,0,0,3,2,6,22,181,0,0,610,0
34,1,1,7,7,0,1,0,415441,0,3,1,8,11,227,74,0,1690,0
28,11,1,5,1,-1,0,0,0,0,3,1,5,22,216,0,1,1100,0
40,10,1,4,2,0,1,0,419101,0,2,1,4,44,580,13,1,1566,1
31,2,2,8,0,0,0,0,0,0,0,2,5,44,735,0,0,1131,0
29,1,1,5,7,0,1,0,189599,0,0,2,5,55,44,54,0,20,0
54,1,3,4,0,0,1,0,196238,0,0,1,5,22,81,24,1,170,0
48,10,3,4,5,0,1,0,331059,0,3,1,7,22,360,48,0,1943,0
52,10,1,4,7,0,0,0,0,0,4,1,7,55,221,0,0,1904,0
43,2,1,5,8,-1,1,0,321306,0,3,1,7,11,245,38,0,97,0
40,1,2,7,2,0,0,0,0,0,3,2,5,33,244,0,0,1902,0
23,10,2,4,7,0,1,0,185516,0,5,1,11,44,116,60,2,173,0
32,2,1,6,8,-1,0,0,0,0,0,2,5,44,128,0,0,897,0
38,1,2,6,8,0,1,1,144009,0,0,1,11,11,501,27,0,1148,0
45,10,1,7,2,0,1,0,241012,0,5,2,6,22,189,6,0,1121,0
48,2,1,6,4,0,0,0,0,0,3,2,5,11,607,0,0,381,1
38,5,3,7,6,0,0,1,121122,0,5,1,4,11,72,35,1,74,0
32,1,2,5,3,0,0,1,292823,0,4,1,5,55,284,62,0,1764,0
48,2,1,6,1,0,1,0,440982,0,4,2,5,33,241,26,0,385,0
38,1,2,7,2,-1,1,0,224661,0,1,2,5,44,35,14,0,742,0
30,8,1,5,3,0,1,0,207134,0,0,1,7,22,24,26,0,1317,0
37,2,2,4,4,0,0,0,0,0,1,2,5,11,128,0,0,555,0
58,1,1,5,1,0,0,1,189377,0,5,2,5,33,152,33,0,1265,0
39,1,1,5,4,0,1,0,48629,0,3,1,6,22,165,50,1,1917,0
49,8,3,6,6,0,0,0,0,0,4,2,5,11,134,0,0,566,0
58,1,1,5,5,0,1,0,180916,0,1,1,8,44,107,27,0,1834,0
55,1,1,7,4,0,0,0,0,0,5,1,8,33,54,0,0,1328,0
33,10,1,5,0,0,0,0,0,0,5,1,8,55,108,0,0,329,0
33,3,1,7,7,0,1,0,399883,0,2,1,8,11,59,86,0,56,0
28,8,2,5,8,0,1,0,322942,0,4,1,7,33,85,62,0,1828,0
38,2,4,5,1,0,0,0,0,0,2,1,5,33,311,0,1,1611,0
34,10,3,4,0,0,0,0,0,0,1,1,5,55,64,0,0,133,0
32,1,2,7,2,0,1,0,283391,0,3,1,4,44,386,80,0,1416,0
56,6,1,3,8,0,1,0,158733,0,2,1,7,22,509,50,0,767,0
33,7,1,6,7,0,0,0,0,0,4,2,5,55,100,0,0,76,0
30,2,2,5,0,0,0,0,0,0,5,2,5,55,76,0,0,1016,0
49,5,3,7,2,0,0,0,0,0,3,1,7,44,144,0,0,1487,0
33,10,1,4,6,0,0,0,0,0,2,1,8,22,129,0,0,913,0
34,1,2,7,6,-1,0,1,235193,0,5,1,8,11,103,20,0,255,0
40,3,1,6,6,0,0,0,0,0,2,1,4,55,75,0,0,1585,0
45,2,1,6,4,-1,0,0,0,0,3,1,7,22,220,0,0,1813,0
35,10,2,3,3,0,-1,-1,0,0,1,2,5,44,332,0,0,415,0
42,5,1,7,0,0,0,0,0,0,4,2,5,11,64,0,0,768,0
46,5,1,7,3,0,1,1,251811,0,0,1,5,44,84,68,1,1678,0
30,1,1,5,0,0,1,0,56543,0,5,1,7,55,53,56,0,1702,0
33,1,2,7,2,0,1,1,271939,0,5,1,8,33,102,37,0,1000,0
29,1,2,5,3,0,0,0,0,0,0,2,6,33,211,0,0,1950,0
54,10,3,4,6,0,0,0,0,0,3,2,5,22,182,0,0,1058,0
52,8,1,3,4,0,0,1,339581,0,5,1,4,11,44,20,2,854,0
36,1,1,5,3,0,1,0,268366,0,4,1,9,44,192,23,0,1908,0
20,9,2,5,0,0,0,0,0,0,1,1,7,33,74,0,0,201,0
46,5,1,7,8,0,1,0,55225,0,0,1,11,44,466,39,0,1434,0
39,2,1,2,1,0,1,0,213995,0,0,1,4,11,421,4,0,425,0
46,8,3,5,1,0,0,0,0,0,5,1,4,11,211,0,1,807,0
39,4,1,2,5,0,1,1,307343,0,2,1,8,55,215,39,0,461,0
46,10,1,4,7,0,1,0,103178,0,2,1,8,55,182,33,1,1668,1
30,10,2,4,7,0,0,0,0,0,2,1,7,22,259,0,0,1486,0
45,1,1,6,2,0,1,0,254885,0,1,1,11,11,446,38,0,590,0
53,10,1,4,3,-1,1,0,287534,0,5,1,8,44,158,39,0,988,0
42,10,2,7,1,0,1,0,280019,0,5,1,8,22,578,14,0,1837,0
27,1,2,8,0,0,1,0,374375,0,0,1,3,11,247,90,2,1962,1
38,8,2,6,8,0,0,0,0,0,4,1,5,22,114,0,0,1696,0
54,7,1,7,6,0,0,1,231206,0,0,1,5,22,388,2,0,1747,0
23,9,2,5,5,0,0,0,0,0,5,2,11,11,105,0,0,1725,0
36,2,2,6,5,0,1,0,344951,0,5,1,11,22,82,54,1,893,0
52,8,3,3,7,0,1,0,82491,0,5,1,8,22,138,28,0,893,0
43,3,3,4,3,0,0,1,158775,0,3,1,7,55,94,48,0,1198,0
52,10,3,6,7,0,1,1,36752,0,2,2,5,11,257,80,0,1610,0
54,6,1,6,5,-1,0,0,0,0,3,2,5,55,370,0,0,682,0
35,2,1,6,0,0,1,0,279512,0,5,1,7,44,55,62,0,1070,0
30,2,1,6,4,0,1,1,256690,0,1,2,5,55,117,58,0,1078,0
28,2,1,3,2,0,1,0,488840,0,3,1,5,44,933,25,0,469,1
31,10,2,7,7,0,1,0,187622,0,3,1,11,11,984,41,0,1782,1
37,8,3,5,5,-1,1,1,250457,0,5,1,4,11,92,20,1,1358,0
55,2,1,2,2,0,1,0,345051,0,0,1,8,11,149,71,0,1603,0
31,10,2,7,0,0,0,0,0,0,5,2,6,22,91,0,0,723,0
43,2,2,2,2,0,1,0,110394,0,2,2,5,22,200,7,1,68,0
54,10,1,4,0,-1,0,0,0,0,1,1,8,22,87,0,0,1978,0
43,11,1,6,7,-1,1,0,473656,0,4,2,6,22,200,89,0,38,0
33,1,1,7,2,0,1,0,313661,0,2,2,5,33,623,58,0,1053,0
45,1,1,7,0,0,-1,-1,0,0,2,1,9,22,55,0,1,700,0
29,8,3,5,4,0,1,0,247333,0,2,2,5,22,157,81,0,109,0
30,2,1,6,7,0,0,0,0,0,0,2,5,33,252,0,0,1310,0
39,1,1,7,3,0,1,1,221379,0,4,2,5,11,192,47,0,1282,0
31,1,1,7,5,0,1,0,88600,0,0,2,7,11,118,6,0,26,0
40,2,1,2,6,-1,1,0,289638,0,1,1,7,33,131,50,0,1831,0
45,1,1,5,2,0,1,0,255181,0,0,2,6,44,650,81,0,195,0
46,10,1,4,5,0,1,0,278092,0,0,2,5,33,144,3,0,1303,0
51,10,2,6,6,0,1,0,302295,0,1,2,11,55,218,89,0,1202,0
27,8,2,5,1,-1,0,0,0,0,3,2,5,55,280,0,0,666,0
28,3,1,6,5,0,0,0,0,0,1,2,5,11,896,0,0,1846,1
46,1,1,5,4,0,0,0,0,0,3,2,5,55,515,0,0,511,0
28,1,2,7,4,0,0,0,0,0,4,1,3,44,125,0,0,1272,0
30,2,1,8,4,0,0,0,0,0,0,1,7,33,59,0,0,627,0
41,1,2,5,1,0,1,0,394852,0,4,1,8,11,606,70,1,1923,1
34,1,2,5,0,0,0,0,0,0,4,1,7,33,346,0,1,631,1
39,2,1,6,4,0,1,0,330497,0,1,1,4,33,91,10,0,53,0
53,1,1,7,1,0,1,0,408960,0,0,1,5,11,202,8,1,414,0
44,7,1,5,2,-1,0,0,0,0,2,1,7,55,175,0,0,946,0
40,4,2,7,2,0,0,0,0,0,0,2,5,44,71,0,0,1885,0
30,1,2,7,0,0,0,0,0,0,3,1,8,44,1336,0,0,191,1
28,11,1,7,4,0,1,0,329193,0,5,1,7,44,263,75,0,1491,0
53,5,3,7,2,0,0,0,0,0,5,1,9,22,404,0,2,915,1
27,11,1,5,2,0,0,0,0,0,5,2,6,22,327,0,0,523,0
32,3,3,5,7,0,1,0,458694,0,5,1,5,44,103,18,0,637,0
45,10,3,4,5,0,0,0,0,0,4,1,8,22,706,0,0,1543,0
52,1,1,7,4,0,1,0,88576,0,5,2,4,44,327,27,1,1240,0
58,8,3,5,6,-1,1,0,42791,0,1,1,5,22,237,82,2,1664,0
51,2,3,8,7,-1,0,0,0,0,1,2,6,33,220,0,0,562,0
39,4,1,2,7,-1,1,0,77069,0,3,2,8,55,158,38,0,1675,0
30,9,2,8,8,0,0,1,72357,0,4,2,3,22,255,68,2,310,1
46,1,1,7,6,0,1,0,475610,0,5,1,8,11,96,59,0,1125,0
52,8,1,3,5,0,0,0,0,0,5,1,4,11,157,0,1,1287,0
38,2,3,8,5,0,0,0,0,0,2,1,11,22,596,0,0,1059,1
40,5,1,7,6,0,1,0,163095,0,2,1,6,11,295,45,0,264,1
42,10,1,4,6,0,1,0,391488,0,0,1,8,33,685,30,0,1934,0
51,11,1,5,4,0,1,1,328410,0,3,1,9,55,240,7,0,1607,0
56,2,1,2,6,0,1,1,142181,0,4,2,6,44,36,28,0,910,0
33,2,1,2,4,0,0,0,0,0,5,1,11,33,419,0,0,249,0
28,8,2,5,7,0,1,0,401890,0,4,1,4,44,322,22,0,218,0
88,6,3,2,7,0,0,0,0,0,5,1,3,33,203,0,0,546,1
35,1,1,5,4,0,1,1,285923,0,3,2,5,55,196,30,0,1956,0
38,10,2,4,8,0,0,0,0,0,3,2,5,33,127,0,0,75,0
49,1,3,7,2,0,1,0,311693,0,5,1,9,55,283,78,1,1356,1
75,6,1,6,6,0,0,0,0,0,4,2,9,55,543,0,1,1195,0
32,1,1,4,7,0,1,0,239200,0,0,1,10,22,435,27,0,96,1
30,8,1,6,2,0,0,0,0,0,5,1,7,22,70,0,0,1963,0
44,2,1,6,5,-1,0,0,0,0,4,2,5,55,358,0,0,342,0
37,2,1,4,3,0,0,0,0,0,5,2,5,22,318,0,0,1571,0
47,10,1,4,7,0,1,0,251257,0,2,1,7,44,153,16,0,992,0
38,2,1,6,8,0,0,0,0,0,0,2,6,33,359,0,0,1409,0
46,8,1,5,1,-1,0,0,0,0,4,2,5,44,79,0,0,1391,0
39,5,2,7,6,0,1,0,327857,0,3,2,6,44,160,43,0,1180,0
55,2,1,2,6,-1,1,0,482279,0,4,2,5,55,116,60,0,1419,0
48,8,1,5,2,0,1,1,421529,0,2,1,6,22,217,24,0,486,0
53,8,1,5,7,-1,1,0,279468,0,1,2,6,44,108,38,0,1768,0
37,8,3,6,7,0,0,0,0,0,2,1,7,33,143,0,0,570,0
47,5,1,7,7,0,1,0,55403,0,0,1,8,11,145,88,2,1103,0
46,1,3,7,4,-1,0,0,0,0,4,2,5,22,245,0,0,1966,0
42,10,1,4,5,0,0,0,0,0,4,1,5,55,1014,0,0,809,0
39,1,1,5,0,0,1,0,206836,0,1,1,4,44,487,78,0,1169,0
48,2,1,6,7,0,1,0,466135,0,3,2,5,44,244,6,0,284,0
40,2,1,2,0,-1,1,0,388820,0,5,1,7,44,347,81,0,633,0
56,10,1,2,8,0,0,0,0,0,2,1,10,44,257,0,1,1107,1
37,1,1,7,4,0,1,0,118284,0,2,1,11,11,386,89,0,1962,0
34,1,1,7,1,0,0,0,0,0,0,1,11,55,128,0,0,952,0
34,1,1,7,3,0,0,0,0,0,5,1,5,55,247,0,1,1895,0
51,2,3,6,7,0,1,0,207736,0,1,1,7,22,82,42,0,1805,0
29,1,2,5,8,0,1,0,406600,0,1,1,7,33,1272,0,0,935,0
45,2,1,3,4,0,1,0,170482,0,0,1,4,11,132,35,0,828,0
60,6,1,5,5,0,0,0,0,0,2,1,9,33,1640,0,0,974,1
39,8,2,5,0,0,0,0,0,0,1,1,11,44,148,0,0,798,0
30,7,1,6,1,0,0,0,0,0,5,2,5,22,148,0,0,1067,0
39,10,2,5,4,-1,1,0,494237,0,2,1,8,11,124,80,0,444,0
60,6,1,6,7,-1,1,0,151986,0,3,2,5,55,32,86,0,886,0
48,11,1,3,6,0,1,0,273682,0,5,1,7,44,267,59,0,146,0
51,10,1,8,3,0,1,0,489653,0,5,2,6,55,17,15,0,641,0
49,2,2,2,0,0,1,0,198082,0,4,1,5,11,251,41,0,1762,0
52,5,1,7,2,0,1,1,494614,0,1,1,7,11,161,2,0,1852,0
34,8,1,5,4,-1,0,0,0,0,3,2,5,22,1313,0,0,332,0
38,2,1,6,8,-1,0,0,0,0,2,2,6,55,1478,0,0,1229,0
31,2,2,6,0,0,1,0,333097,0,5,1,5,44,471,29,0,1177,0
30,10,2,7,4,0,0,0,0,0,3,1,11,44,168,0,0,1918,0
34,2,3,4,6,0,0,1,457191,0,2,2,5,44,291,83,0,624,0
35,2,1,5,7,0,0,0,0,0,4,2,6,55,107,0,0,1317,0
34,8,2,4,4,-1,1,0,457731,0,0,2,6,11,40,74,0,1481,0
50,3,1,6,4,0,1,0,135588,0,0,2,6,55,82,26,0,433,0
43,1,1,5,8,0,1,0,20920,0,4,2,5,33,121,54,1,1115,0
27,2,1,6,3,0,0,1,237145,0,2,1,7,44,655,59,0,1360,0
47,2,1,8,7,-1,0,0,0,0,0,2,5,22,1334,0,0,1366,1
31,2,1,3,5,0,0,1,309507,0,4,2,6,11,154,75,0,1745,0
56,2,1,2,8,-1,1,0,372074,0,5,1,7,55,508,32,0,950,0
24,9,2,6,4,0,0,0,0,0,2,1,5,33,133,0,0,474,0
48,1,1,5,4,0,1,1,162804,0,2,2,6,33,105,70,0,59,0
45,2,1,6,8,-1,1,0,477288,0,4,1,4,44,244,46,0,1394,0
55,10,1,4,6,-1,0,0,0,0,2,2,6,44,166,0,0,380,0
53,5,3,7,6,0,0,0,0,0,0,1,4,44,198,0,0,1176,0
34,10,2,7,8,0,0,1,345270,0,3,2,9,55,231,68,0,1329,1
34,2,1,6,7,0,1,1,347616,0,3,2,11,44,98,5,0,1252,0
54,2,1,5,2,0,1,1,484172,0,4,1,5,33,184,26,0,1545,0
34,8,1,4,2,0,1,0,461888,0,4,1,5,11,72,83,0,1114,0
29,1,2,7,2,0,0,0,0,0,4,1,5,22,245,0,1,836,0
32,10,1,5,1,0,1,0,17008,0,2,1,8,22,109,58,0,841,0
42,3,1,4,8,0,1,0,387711,0,5,2,6,55,291,17,0,168,1
32,10,1,4,3,0,0,0,0,0,1,1,4,11,322,0,1,1835,0
53,1,1,7,5,-1,0,0,0,0,5,1,8,22,18,0,0,1802,0
37,2,3,2,7,0,0,0,0,0,1,1,4,55,2053,0,0,416,0
45,2,1,2,0,-1,1,0,258895,0,0,2,5,33,103,66,0,503,0
58,6,1,4,5,0,0,0,0,0,4,1,11,55,127,0,1,174,0
49,2,1,6,1,-1,1,0,95335,0,4,1,8,22,60,73,0,723,0
56,5,1,7,3,-1,1,1,28549,0,0,1,5,55,302,85,0,1634,0
35,2,1,3,7,0,1,0,375543,0,2,1,7,55,145,7,0,1877,0
31,2,1,2,2,0,0,0,0,0,2,2,5,55,157,0,0,1452,0
50,10,2,7,0,0,1,0,298899,0,2,1,7,22,129,82,0,858,0
33,2,1,3,6,0,1,1,432202,0,4,1,5,33,686,77,0,1412,1
54,3,1,2,4,0,1,0,293462,0,5,1,11,22,150,32,1,740,0
37,8,2,4,1,0,1,0,426929,0,4,1,5,55,279,90,0,1235,0
29,1,2,7,1,0,0,0,0,0,2,1,4,33,479,0,1,779,0
34,10,1,7,3,0,1,0,55338,0,4,1,11,33,36,0,0,1702,0
36,2,1,6,8,-1,1,0,350691,0,5,1,5,33,210,90,1,1155,0
52,2,1,2,8,0,1,0,371058,0,3,1,7,44,156,68,0,488,0
54,10,1,4,6,-1,1,0,181621,0,5,1,8,22,687,2,0,1042,1
37,1,1,7,3,0,1,0,88315,0,4,2,4,55,309,13,0,1697,0
30,5,2,7,3,0,0,1,478435,0,0,2,5,33,95,33,0,1977,0
44,8,1,5,5,0,0,0,0,0,4,2,6,44,227,0,0,1480,0
30,5,2,7,6,0,0,1,181502,0,5,2,5,33,691,36,0,1750,1
49,2,1,2,0,-1,0,0,0,0,2,2,6,44,67,0,0,878,0
36,2,1,2,8,0,-1,-1,0,0,0,1,5,44,92,0,0,1344,0
38,1,1,5,8,0,0,0,0,0,1,2,5,22,145,0,0,1557,0
30,8,2,5,2,0,1,0,258084,0,1,1,7,44,248,58,0,740,0
41,10,1,4,2,0,-1,-1,0,0,3,2,5,22,154,0,0,579,0
36,10,1,7,4,0,0,0,0,0,4,2,5,33,297,0,0,1676,0
37,1,2,5,7,0,0,0,0,0,2,1,3,33,153,0,2,1452,1
32,2,1,6,1,0,0,0,0,0,1,2,5,33,146,0,0,1900,0
43,1,1,7,1,-1,1,0,396815,0,5,2,5,44,17,70,0,82,0
43,1,1,7,3,0,1,1,396241,0,5,1,8,44,398,68,0,267,0
45,1,3,5,8,0,0,1,347903,0,4,1,11,55,567,24,0,1016,0
37,11,1,4,5,0,1,0,156499,0,2,2,5,55,3631,0,0,1299,1
49,3,1,7,2,-1,1,0,118750,0,1,2,5,11,1042,72,0,321,1
44,8,1,5,6,0,0,0,0,0,2,2,5,44,188,0,1,1513,0
31,2,1,6,8,0,0,0,0,0,2,1,5,22,365,0,0,305,0
54,7,1,5,3,0,0,0,0,0,0,1,8,44,89,0,0,223,0
46,10,1,6,4,0,1,0,247710,0,5,2,5,55,1135,33,0,1806,0
48,2,1,6,8,0,1,0,213785,0,1,1,5,22,169,86,0,886,0
46,4,1,2,2,0,1,0,393667,0,5,2,7,33,220,13,0,1660,0
37,10,1,5,0,0,1,0,227311,0,5,2,5,55,136,7,0,1048,0
29,1,2,7,2,0,0,0,0,0,2,2,5,33,153,0,0,1986,0
54,6,1,5,2,0,1,0,484396,0,0,1,7,44,154,53,0,347,0
49,2,1,2,1,-1,1,0,307233,0,1,2,5,55,133,74,0,989,0
35,10,2,4,1,0,1,0,153230,0,3,1,5,11,213,65,0,441,0
57,10,3,6,4,0,0,0,0,0,5,2,6,44,72,0,0,1381,0
60,7,1,7,7,0,0,0,0,0,5,1,8,44,115,0,0,1937,0
39,2,1,6,5,0,1,0,305904,0,1,1,11,11,107,80,0,1468,0
32,5,2,7,3,0,1,1,415915,0,0,1,3,22,97,29,0,368,0
51,1,1,5,6,0,1,0,388874,0,0,1,5,55,514,31,0,1978,0
42,10,1,4,5,0,1,0,242411,0,1,2,5,33,77,79,0,480,0
35,10,2,4,3,0,0,0,0,0,3,2,6,22,149,0,0,194,0
48,1,1,7,4,-1,0,0,0,0,0,2,5,33,149,0,0,946,0
41,2,1,6,6,0,1,0,391137,0,3,1,5,33,152,37,1,640,0
36,10,3,4,8,0,0,0,0,0,4,1,7,11,319,0,0,138,0
42,1,1,7,5,0,1,1,399182,0,0,1,7,22,156,75,0,1471,0
36,2,2,6,0,0,0,0,0,0,4,2,5,44,104,0,0,702,0
34,1,1,7,5,0,0,0,0,0,3,1,8,11,1238,0,0,1263,1
23,9,2,5,3,0,0,1,468020,0,0,1,9,44,409,11,2,1981,1
34,8,1,5,5,0,0,0,0,0,3,2,6,55,160,0,0,711,0
41,2,1,6,5,0,0,0,0,0,5,1,5,22,1240,0,0,439,1
50,1,3,5,1,0,1,0,325996,0,1,1,11,55,430,29,0,547,0
31,10,2,7,0,0,0,0,0,0,1,1,8,33,118,0,0,1985,0
32,2,1,2,5,-1,1,0,247330,0,0,2,5,33,223,57,0,568,0
37,1,1,5,3,0,0,1,401804,0,2,1,11,11,46,74,0,914,0
56,5,1,7,1,0,0,0,0,0,0,1,4,22,72,0,0,989,0
33,2,1,3,3,-1,0,0,0,0,3,2,5,33,171,0,0,43,0
47,10,1,4,4,0,1,0,119163,0,3,2,6,22,59,54,0,1739,0
38,5,1,8,6,0,0,0,0,0,2,1,5,44,155,0,1,1244,0
52,1,2,7,7,0,0,1,129666,0,1,1,6,11,212,48,0,725,0
47,2,1,5,1,-1,1,0,275226,0,2,2,6,11,224,59,0,1747,0
32,10,1,7,8,0,0,0,0,0,5,1,6,11,60,0,0,1521,0
42,5,1,7,2,0,0,0,0,0,5,1,11,11,44,0,0,1221,0
27,2,2,6,8,0,0,0,0,0,1,1,7,44,324,0,0,340,0
27,10,2,4,3,0,0,0,0,0,1,2,5,33,99,0,1,148,0
46,1,1,7,5,0,1,0,341594,0,0,2,5,22,158,24,0,415,0
60,2,1,8,7,-1,1,0,331809,0,5,1,5,11,26,81,0,1451,0
38,1,3,4,0,0,0,0,0,0,0,1,8,44,201,0,0,766,0
55,4,3,8,8,-1,1,0,261278,0,3,1,7,44,80,43,0,629,0
38,1,1,7,2,0,0,0,0,0,5,2,6,11,757,0,0,1928,0
50,7,1,6,8,-1,0,0,0,0,4,1,5,44,291,0,0,270,0
47,10,1,4,3,0,0,0,0,0,1,2,7,55,320,0,0,1539,0
74,6,3,2,3,0,1,0,431431,0,0,1,10,11,180,51,0,1829,0
39,4,3,6,6,0,0,0,0,0,0,1,7,44,926,0,0,1700,1
36,3,2,7,2,0,0,0,0,0,3,1,11,33,1120,0,0,347,1
50,3,1,6,5,0,1,0,460586,0,4,2,5,44,283,11,0,746,0
51,10,1,6,5,0,1,0,56425,0,5,2,5,22,676,64,0,731,0
32,1,2,7,2,0,0,0,0,0,4,2,7,44,14,0,0,1353,0
35,5,1,7,8,0,1,1,124845,0,2,1,7,55,772,84,0,1185,0
42,7,1,7,4,0,0,0,0,0,3,1,7,11,97,0,0,625,0
41,8,2,5,0,0,0,0,0,0,4,1,5,55,103,0,1,1045,0
36,1,1,7,7,-1,0,0,0,0,3,1,8,44,90,0,0,153,0
40,3,1,5,1,0,0,0,0,0,0,1,7,22,422,0,0,164,0
44,4,1,2,5,-1,1,0,240868,0,1,1,7,11,95,85,0,1112,0
55,2,1,2,1,0,0,0,0,0,2,1,7,33,525,0,0,1518,0
42,6,1,6,5,-1,0,0,0,0,5,2,5,22,129,0,0,1933,0
29,8,2,4,7,0,1,1,134230,0,5,1,8,44,99,30,0,346,0
32,10,2,5,8,0,0,0,0,0,4,1,7,11,147,0,0,1266,0
34,10,1,4,8,-1,0,0,0,0,5,2,7,44,46,0,0,1487,0
34,1,2,7,2,0,1,0,338825,0,3,1,8,11,103,0,0,272,0
29,10,2,7,5,0,0,0,0,0,2,1,4,11,354,0,0,98,0
26,5,2,7,4,0,1,0,364672,0,5,1,5,44,667,54,0,561,1
46,2,1,6,4,-1,0,0,0,0,3,2,5,11,886,0,0,1639,0
28,9,2,5,5,0,1,0,16081,0,3,1,8,33,188,24,0,1271,0
54,4,1,7,2,0,0,0,0,0,0,1,8,33,77,0,0,1759,0
25,8,2,8,0,0,1,1,114693,0,0,2,5,44,175,56,0,1047,0
44,2,1,3,3,-1,1,0,442922,0,1,2,5,55,194,70,0,967,0
39,2,1,5,2,0,1,0,198712,0,3,1,7,11,84,90,0,727,0
50,5,2,7,7,0,0,0,0,0,4,2,5,55,81,0,0,830,0
27,10,3,4,7,0,1,0,438434,0,4,1,7,33,243,88,0,580,0
55,2,1,2,4,-1,1,0,418905,0,1,1,7,11,108,22,0,422,0
